summonerId
SILVER,I,0,H5CUSgQEVteV8KMIVcaJhsFokc5Fk8gYaRSCsBMN2VbppvJb
SILVER,I,1,ovtMK0umnqHn8BP6KbOEmxR0A-3r23CEhgtNGXGNdP2C0ZJO
SILVER,I,2,QjX-AXJK9K8Gybs_28e3D-OqKWxkkWjQFopWzoHGdpBZNIk
SILVER,I,3,JyTc2KMFuZRGphsB6ydBt8a7PdCVjmuo_Ae0fXr-YmVNWYg
SILVER,I,4,d4SMh6qh1ibEfk2ZNgZ16M607N2odAqDdFRaKoO7czcNJMGk
SILVER,I,5,cddMe2HXKu8OhU4rO2if-q82_DRiB4ioDdbC9x7vRQ61ArNA
SILVER,I,6,rFGs5_T6RVN7Si-S5pBXk4uxKLdJIxLP0fy6waeS1wGyhXFf
SILVER,I,7,WRNKJ63xMoC0Tw1tPf4poAFSIc9MFdsLoYsGHFzb4yPyR0sC
SILVER,I,8,2vcOtziyJKyfeU9QgaPOcvnuYRMuuClPDbFxoAJWQjntC60I
SILVER,I,9,Ua-GNEQHvp1sVLg1oE3Ocb82Tky_d4CwvPzOwV-9HykXmYo
SILVER,I,10,DvTkvAQztUpLQaetrXDGbFugSraEQlrMFZdiknqUWvUQnJpI
SILVER,I,11,v7vBd7oyklI7CRLcQ19pIl_vHXXYgWK6DtLbEXW1ILMTZhCu
SILVER,I,12,Yl4teI43_UC0g0gCavGMl2qvFgq6iBrVyuj9Oj6TLhFcY0gt
SILVER,I,13,b1YAjdvWwPbO53PM1seRGPhSjPH35JNCUv3yuE2f7-aVMEZB
SILVER,I,14,5gRyRkwrusvVoJtVkv2hhG1eNeYt6CFmWru85CtoVNIdYdkd
SILVER,I,15,3PCWAjauS_CBOHVqEqm1u5PKNzN6V2Kcm1qyjWv-xs7wzRtf
SILVER,I,16,FujoaCHZ-uWj3JO8YAdhq24Yn5woB0apjcRZX77zjFt451gT
SILVER,I,17,U4OVhDAF3NE-hHof8MmykMc502O_QvZAHSF2NeXza3MKfVGg
SILVER,I,18,3nlQ6avw68QDllYv3yP61Mb1k7qmRyD6gfk-8-qi8TtCgAPk
SILVER,I,19,1afyvRzjikjol3uIc50zKO_VMmCyoa7FeMsQ3jBaLTQ3DAux
SILVER,I,20,SWxmiZahUC2rJZ6exzEpOFv4kV5SA03QUzc8umQ4GL_e2B8
SILVER,I,21,Pk8CztOysK-85ouNtZANaCEyjD8h0wxFXY0KPW0F_3jPaHU
SILVER,I,22,G-5HFdY86BGvTYjlZx12JO6BNd3pp64VwazPqVDm7FsBIDOD
SILVER,I,23,YmQ5UAhJCriW88XNYy0NBY90KAvXXBj7nlFNGXnErUxVMHPN
SILVER,I,24,z6P_0uwmPeHnurH7yBdCpKLIrO4VcbddaujLkE7KmO7OZ7z0
SILVER,I,25,EkA83ljx2I4M8J8rfb46W3XXVgQjw2DPj6ULf-FTN2B7cx5F
SILVER,I,26,aA7oN-Y_BpjDH9eMqg83fpgYKMY7wEzARj25GrmkEwdrRp7e
SILVER,I,27,O0BPEcvo4CW-VPClNeXLwDqVEd-WNsW6ccBaMWQZfVllC8w
SILVER,I,28,rD3rkhp9w9ukgj60xlVjpPIAh2xvnFbfVobIsWgoAXAIc-Y
SILVER,I,29,Os1jMtaLWSJDdm6A8U1AtFU9zOLyYAHAKpEHvxTbwX8H6qE
SILVER,I,30,ofxV5R7RVw9lIROj4IYKASGe__btRXU8m1GqX1rZF57lJmw
SILVER,I,31,2RBTNw6aBVt1jLy_QvyhqfsnAOZjDgrhqHNX1aDf1pPI9K64
SILVER,I,32,9AJQnTLcLjWwKuvELS2l3_8c0NkDUPuZnwkc7OZ_GDkvrqoK
SILVER,I,33,UeC8IdFi3FD5ajP5N_C-ycV4cxr3a7Z-dxbOw4R3fQTllQY
SILVER,I,34,0HFhQ4Sckk4PPrq03kDdFry5UMW7YskbrN_c4-iQrCWENsc
SILVER,I,35,TSF_RVbx5mDTYyvL1wt0yvIIHu_gCw2P9ScpEufy0xBGD64
SILVER,I,36,xkcvRhTTmFTFRrMlu-_zusccDnKp_ZWfHN_jaU1l-kcr94Jm
SILVER,I,37,tvAAOhv4BXtCsonFBXKwZmZKwbNqrvlfSYSOz-SIHrECccM
SILVER,I,38,FnPocK1QQYdIuK1rqw0_moZIH6hJauLVkjkWmGibDLO34g88
SILVER,I,39,V3dICuzhcFoiKQV5O9aYU0Zk4RCU60LNFQy313lK26taKSM
SILVER,I,40,95vToE-ipVDVFThze5S2-V6S4s9ognKSpha8ZBjS7QtA8UGn
SILVER,I,41,HqERMc6Wfn0rFpVaWosfTL6eh8LYwe032w2qqu7qXQc62oFy
SILVER,I,42,XOjNv3jN30hbGOvb9ziolbZtQXusnDA_Xb3GYalgoRRpK4nG
SILVER,I,43,5YuySAdbUd-A5eyUb_VwS7W0CAeaR5-4PEL_UR3WHPgnsd9u
SILVER,I,44,U0114HubVHlS7tBolngX-9eRP9D4fmYFKOxaCXa2XrZopQg
SILVER,I,45,B_bXBkg462hABFm87cd7YS4piKMM5pLBzCyU4rLcSlVGd8E
SILVER,I,46,uyedM0KMiHx2M8o3BNpAo0mHMoEPYm7kCxobgLgoEuoG9C4
SILVER,I,47,Tp280wPJV0UiMXPEmYcbN3iNZlXLgshTzesfJ-dT6RDINkk
SILVER,I,48,3vTxEhN9mr554eBXUBq2dvLbdwJ-0fwoxVonHDeBI_wj2nMo
SILVER,I,49,wgTRKHu8_2OCbwJdUGxgVoai8E3-E1NMovwrNehgr2uicSYs
SILVER,I,50,-ZYv-6PjWL7maYChha6QtRlZC9wse6BD5k9FHsPlse9Cg-XC
SILVER,I,51,AZtJjQxZ7wY03Zk0xjz6xwN6USXMboIhs9uLV0x7qjcaVYfh
SILVER,I,52,-O4h6EN0toylsChnc8dMpB4OJ_r8BjMux-8qH3GfMRUbzBqx
SILVER,I,53,i_Lm-XI9w11YYpY1lewc504OYIZG39a_40zBZ17-Prbt9YI
SILVER,I,54,fDkS1fWAv6uiBkiIU8wj05pz7Ig37t_9sPLsc57KlY9_TVJC
SILVER,I,55,CU4_VCWiHawD6v4HwBe7v_pYlZWn8-0EcVtZiALZHmiRliH3
SILVER,I,56,HvfqQ0MB7xv3gXLrJ7pHbiSO-aNfKHzS7m5wdbko7xMLl-A
SILVER,I,57,wRNhVUl1evLyxMkK406zK-8KuxOxb5FE7zZYrhcIlVn5h_k7
SILVER,I,58,1Hf1NJTuz-EtAbDhFp7llxpsUOIz6BMfvrF7GVfEuKkD9Tdi
SILVER,I,59,j1BReI-Q2HLiLverc9DlusqOeA44BvD3_xxe3-8SvVaQEWU4
SILVER,I,60,vaGGhwse5tN3ojV1--MqfUCtex-bKXMVXoEDmWQs8l4GF-2c
SILVER,I,61,izPKuT0lVVw8edIdCIlvPFXiBbDcu6lvKY4GEUwTvbwJp3o
SILVER,I,62,aua5iSXznRY3GbvSs7WcGHiLda-aysGNUXwhtCpgk4-6oDB9
SILVER,I,63,BCBhfb331BobD4cjQIAF-fAnQb5KUI1PKP4KmSfHvZWdxSTL
SILVER,I,64,nH4E7QXqUQ98kkGLCy0tOL0WtKRE8Y8RpZutueWHVxYoI2KX
SILVER,I,65,_5Rs6Y-6fB_PkQNEg_mpQuPZZIcajMpp7mN_zKVnOMUMzQ0G
SILVER,I,66,fpkt81nMjFSqvCKA0WOJS7oiMUMs98qLeloUR1wffQ5LRBcR
SILVER,I,67,C72PvHUnElZonFg1kuB935h_XJnelxx1gVHxfPTCM98NzS-x
